id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
8812,46,admin.,single,university.degree,no,yes,no,cellular,jul,thu,4614,1,958,6,failure,1.4,93.3,-29.78,3.57,5034.23,no
8813,37,admin.,married,high.school,no,yes,no,telephone,may,thu,3222,2,80,5,failure,1.1,98.6,-31.69,3.76,5156.26,no
8814,58,management,unknown,illiterate,no,yes,yes,telephone,mar,wed,1155,26,925,1,success,1.1,94.7,-37.62,3.43,5186.88,no
8815,39,technician,single,high.school,no,yes,no,telephone,aug,wed,8,13,997,0,nonexistent,1.4,97.36,-35.7,5.04,5322.2,no
8816,46,housemaid,divorced,university.degree,unknown,unknown,unknown,cellular,nov,fri,142,38,947,3,failure,-0.1,92.11,-41.82,3.52,5152.82,no
8817,33,services,single,high.school,no,no,no,cellular,may,wed,148,2,999,1,failure,-1.8,91.31,-44.02,1.29,5150.09,no
8818,53,technician,married,professional.course,no,yes,no,telephone,jun,mon,2054,2,295,0,failure,1.4,89.88,-31.13,0.82,5278.03,no
8819,45,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,128,1,989,0,nonexistent,1.4,98.42,-44.23,4.85,4987.6,no
8820,31,services,unknown,professional.course,no,unknown,unknown,telephone,apr,wed,4608,17,480,2,success,-3.4,95.92,-30.54,2.27,5219.06,yes
8821,39,admin.,married,high.school,unknown,no,no,telephone,jun,tue,698,5,953,0,nonexistent,1.4,98.99,-42.71,5.19,5175.81,no
8822,44,retired,unknown,high.school,no,no,unknown,cellular,jun,fri,819,13,999,0,nonexistent,1.1,97.18,-36.25,4.7,5274.05,no
8823,37,unemployed,married,basic.4y,unknown,no,no,telephone,jun,thu,53,0,980,0,nonexistent,1.4,96.73,-41.71,4.99,5364.03,no
8824,45,admin.,married,unknown,no,no,no,telephone,may,fri,2187,1,909,2,success,1.1,95.21,-30.38,2.18,5144.21,no
8825,35,technician,married,professional.course,no,yes,no,cellular,aug,mon,402,2,997,0,nonexistent,1.4,89.33,-36.24,5.09,5201.95,no
8826,31,services,divorced,high.school,no,yes,no,telephone,jun,mon,2542,2,762,6,nonexistent,1.4,95.01,-33.53,3.58,5017.23,no
8827,32,technician,single,university.degree,no,yes,no,telephone,jul,thu,123,2,1020,0,nonexistent,1.4,94.85,-43.08,5.15,5003.29,no
8828,59,admin.,married,university.degree,no,no,yes,telephone,may,thu,162,1,1010,0,nonexistent,1.1,93.52,-35.85,4.94,5113.13,no
8829,26,admin.,single,basic.9y,no,no,no,cellular,jul,thu,80,2,991,0,nonexistent,1.4,97.67,-41.8,5.05,5149.67,no
8830,31,admin.,single,university.degree,no,yes,no,cellular,nov,fri,52,2,963,0,nonexistent,-0.1,92.08,-41.83,4.14,5450.39,no
8831,35,technician,married,university.degree,no,no,no,telephone,may,wed,378,0,1014,0,nonexistent,1.1,96.06,-35.74,4.99,5066.41,no
8832,36,admin.,married,university.degree,no,no,no,telephone,may,mon,556,3,968,0,nonexistent,1.1,92.96,-38.03,4.62,5398.64,no
8833,50,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,wed,1240,0,802,1,nonexistent,1.4,94.87,-33.33,3.14,5096.78,no
8834,32,admin.,married,university.degree,no,yes,no,cellular,aug,tue,364,1,1003,0,nonexistent,1.4,90.08,-36.31,4.97,5233.32,no
8835,42,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,4796,1,233,4,success,-1.8,93.02,-28.31,4.34,4967.25,no
8836,48,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,125,1,1032,1,failure,-1.8,91.49,-43.98,1.28,5048.1,no
8837,53,services,single,professional.course,no,yes,yes,cellular,nov,fri,1258,26,999,0,failure,1.1,96.25,-40.4,3.38,4948.58,yes
8838,48,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,4104,0,862,2,success,1.4,97.56,-37.62,3.12,5199.89,no
8839,40,entrepreneur,married,basic.9y,no,no,no,cellular,apr,fri,72,0,1001,0,nonexistent,-1.8,93.07,-47.94,1.37,5155.19,no
8840,40,admin.,married,high.school,unknown,yes,no,cellular,mar,tue,260,1,1027,1,failure,-1.8,96.27,-52.05,1.45,5007.31,no
8841,28,services,married,basic.6y,no,no,yes,cellular,apr,fri,2278,1,111,2,nonexistent,-1.8,88.44,-31.77,2.89,5233.64,no
8842,27,admin.,single,high.school,unknown,yes,no,cellular,may,tue,2288,3,651,6,success,-1.8,94.54,-32.1,0.84,5144.61,no
8843,37,services,single,high.school,no,yes,no,telephone,may,thu,3317,2,204,0,success,1.1,94.71,-43.9,3.33,4916.57,no
8844,30,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,3795,3,231,6,failure,1.4,89.92,-46.38,4.27,5334.5,no
8845,45,technician,divorced,professional.course,no,no,no,telephone,jun,thu,117,1,1030,0,nonexistent,1.4,91.91,-40.88,5.05,5071.25,no
8846,56,entrepreneur,unknown,illiterate,no,no,yes,cellular,aug,mon,125,51,1012,0,nonexistent,1.4,97.18,-34.8,5.01,5306.52,no
8847,61,management,married,university.degree,no,no,no,cellular,aug,wed,409,1,952,0,nonexistent,1.4,94.09,-37.83,5,5066.02,no
8848,40,technician,married,university.degree,no,no,no,telephone,jun,fri,4,20,997,0,nonexistent,1.4,93.89,-39.96,4.88,5039.88,no
8849,34,admin.,divorced,high.school,no,yes,yes,telephone,apr,thu,110,0,1044,0,nonexistent,-1.8,95.34,-34.32,0.62,5068.8,yes
8850,54,technician,single,professional.course,unknown,no,no,cellular,may,tue,187,2,1045,1,failure,-1.8,90.38,-48.04,1.28,5338.75,no
8851,26,admin.,unknown,basic.6y,yes,yes,yes,cellular,jul,fri,4882,6,883,3,failure,1.4,89.72,-38.86,4.27,5198.32,yes
8852,40,self-employed,married,basic.9y,no,yes,yes,cellular,apr,mon,399,4,825,1,nonexistent,-1.8,96.3,-44.38,2.98,5161.96,no
8853,32,technician,single,university.degree,no,no,no,telephone,aug,thu,2576,1,427,0,nonexistent,1.4,91.38,-49.31,1.54,5068.8,no
8854,31,services,married,basic.9y,no,yes,no,cellular,jul,fri,166,1,1020,0,nonexistent,1.4,94.1,-44.02,4.75,5086.94,no
8855,35,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,422,1,964,1,failure,-1.8,92.98,-45.69,1.29,5032.81,no
8856,27,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,945,0,438,5,nonexistent,1.1,97.69,-31.77,4.67,5135.68,no
8857,56,retired,married,unknown,no,yes,yes,cellular,aug,fri,2989,2,110,0,failure,1.4,95.7,-35.02,5.01,5210.9,no
8858,41,technician,married,basic.9y,unknown,yes,no,telephone,may,tue,197,2,958,0,nonexistent,1.1,90.61,-36.98,4.72,5372.68,no
8859,55,admin.,divorced,high.school,no,yes,yes,telephone,nov,fri,532,1,1016,0,nonexistent,-0.1,89.56,-40.82,3.81,5263.34,no
8860,34,admin.,single,university.degree,no,no,no,cellular,oct,mon,132,1,1042,1,failure,-3.4,96.12,-26.79,0.77,5203.14,no
8861,47,technician,divorced,professional.course,no,yes,no,telephone,may,mon,152,1,958,0,nonexistent,1.1,89.29,-36.65,5.02,5310.39,no
8862,34,admin.,single,university.degree,no,no,no,cellular,aug,mon,92,2,1029,0,nonexistent,1.4,97.64,-34.29,4.85,5175.81,no
8863,35,services,married,high.school,no,yes,no,telephone,may,wed,126,1,961,0,nonexistent,1.1,95.49,-34.61,4.82,5300.01,no
8864,33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1361,1,617,6,nonexistent,-1.8,95.78,-33.32,3.68,5175.23,no
8865,43,blue-collar,married,basic.6y,no,yes,no,cellular,aug,wed,1202,1,340,4,success,1.4,97.05,-26.81,2.7,5314.59,no
8866,39,admin.,married,university.degree,no,no,no,cellular,aug,wed,67,2,964,0,nonexistent,1.4,98.11,-37.36,4.84,5442.45,no
8867,55,blue-collar,divorced,basic.6y,unknown,no,no,cellular,may,wed,1667,1,839,0,success,-1.8,95.03,-28.63,3.15,5223.59,no
8868,34,housemaid,single,basic.4y,unknown,no,no,cellular,jul,fri,3889,3,986,4,nonexistent,1.4,90.57,-38.03,1.84,4908.51,no
8869,38,technician,single,university.degree,no,yes,no,cellular,aug,wed,198,3,1012,0,nonexistent,1.4,90.17,-35.34,4.94,5374.48,no
8870,24,blue-collar,single,high.school,no,yes,no,cellular,sep,mon,211,0,995,3,failure,-1.1,90.14,-36.9,0.9,5077.76,no
8871,57,admin.,married,professional.course,no,yes,no,telephone,may,mon,2297,2,229,3,success,1.1,89.58,-40.93,4.09,5020.65,no
8872,22,blue-collar,single,high.school,no,no,no,cellular,jul,wed,3696,0,830,6,failure,1.4,88.75,-37.11,2.93,5299.01,yes
8873,38,admin.,single,university.degree,no,yes,yes,telephone,aug,fri,3567,1,767,3,success,-1.7,94.28,-29.05,4.28,5286.6,no
8874,28,admin.,single,university.degree,no,yes,no,telephone,may,tue,2256,0,101,4,failure,1.1,93.93,-48.31,2.84,5033.6,no
8875,54,management,married,basic.9y,no,yes,no,telephone,jul,fri,233,2,465,5,failure,1.4,89.54,-42.16,4.92,5132.15,no
8876,32,admin.,single,professional.course,no,yes,no,cellular,may,thu,4532,1,554,3,failure,-1.8,98.72,-43.43,0.65,5068.71,no
8877,35,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,4831,0,252,0,success,1.1,93.95,-45.85,4.9,5240.6,no
8878,53,technician,married,professional.course,no,no,yes,cellular,jul,mon,1548,0,285,0,failure,1.4,93.79,-48.79,1.74,5096.89,no
8879,39,technician,married,unknown,no,no,no,telephone,jun,fri,2847,2,550,0,failure,1.4,96.77,-47.86,1.44,5096.67,no
8880,26,management,single,university.degree,no,no,no,cellular,jul,wed,444,3,965,0,nonexistent,1.4,97.48,-41.97,4.74,5170.59,no
8881,42,admin.,divorced,professional.course,no,yes,no,telephone,aug,fri,17,0,992,0,nonexistent,1.4,96.52,-35.55,5.05,5086.94,no
8882,38,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,352,1,993,1,failure,-1.8,97.72,-48.32,1.42,5099.1,no
8883,33,technician,married,professional.course,no,no,no,telephone,may,tue,101,1,1003,0,nonexistent,1.1,96.9,-36.65,5.02,5357.11,no
8884,35,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,176,4,995,0,nonexistent,1.4,93.07,-37.32,4.88,5018.97,no
8885,38,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,233,0,1045,0,nonexistent,1.4,93.82,-41.41,5.11,5311.74,no
8886,25,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,974,3,326,0,nonexistent,1.1,94.83,-46.6,3.52,5156.55,no
8887,40,blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,707,1,341,4,failure,-1.8,95.22,-30.68,3,4904.68,no
8888,35,technician,married,professional.course,no,no,no,cellular,aug,tue,184,1,12,1,success,-2.9,91.83,-32.43,0.85,5005.13,yes
8889,37,technician,single,professional.course,unknown,no,no,telephone,jun,fri,1856,1,107,4,nonexistent,1.4,91.23,-27.49,3.17,4862.74,no
8890,57,retired,married,basic.4y,unknown,yes,yes,cellular,aug,mon,1809,3,911,2,success,1.4,94.54,-30.49,4.59,5298.66,no
8891,32,blue-collar,single,basic.4y,no,no,no,telephone,may,tue,163,1,970,0,nonexistent,1.1,90.51,-34.58,4.88,5372.68,no
8892,40,management,married,university.degree,no,no,yes,cellular,apr,mon,74,4,981,0,nonexistent,-1.8,88.79,-45.82,1.43,5027.71,no
8893,42,technician,married,university.degree,no,no,no,cellular,aug,fri,200,2,5,2,success,-1.7,97.97,-38.49,0.87,5191.26,yes
8894,37,management,single,university.degree,no,yes,no,cellular,may,tue,1158,1,626,2,success,-1.8,95.3,-47.15,3.86,5051.24,no
8895,39,technician,married,high.school,no,no,no,cellular,jul,wed,180,3,1012,0,nonexistent,1.4,94.29,-43.38,4.89,5390.17,no
8896,29,blue-collar,single,professional.course,no,yes,no,cellular,jul,tue,799,13,979,0,nonexistent,1.4,94.66,-44.06,5.04,5479.04,no
8897,24,admin.,single,basic.9y,no,yes,no,cellular,jul,thu,16,17,1006,0,nonexistent,1.4,90.63,-42.23,4.79,5405.85,no
8898,35,housemaid,married,basic.4y,no,yes,no,cellular,jul,tue,686,3,949,0,nonexistent,1.4,90.72,-43.59,5.05,5212.41,no
8899,30,admin.,single,university.degree,no,no,yes,cellular,apr,fri,3943,0,432,4,failure,-1.8,94.23,-49.51,2.51,5052.28,no
8900,41,technician,married,professional.course,no,yes,no,telephone,may,wed,459,1,964,0,nonexistent,1.1,94.18,-37.09,5,4978.16,no
8901,38,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,4511,1,1008,4,success,-3.4,98.17,-32.14,2.71,5103.09,no
8902,36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,309,0,1042,0,nonexistent,-1.8,94.1,-48.23,1.23,5226.57,no
8903,37,admin.,married,high.school,unknown,yes,no,telephone,jun,thu,3497,6,809,1,success,1.4,98.19,-32.23,0.66,5126.32,no
8904,40,admin.,married,university.degree,no,yes,no,telephone,jun,tue,386,2,1018,0,nonexistent,1.4,91.63,-39.87,4.89,5201.95,no
8905,28,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,120,2,1019,0,nonexistent,1.4,95.42,-42.27,4.85,5395.39,no
8906,30,admin.,single,university.degree,no,no,no,telephone,may,mon,212,6,1045,0,nonexistent,-1.8,90.94,-44.62,1.29,5226.57,no
8907,47,admin.,single,high.school,no,yes,no,cellular,jul,fri,228,4,999,0,nonexistent,1.4,92.22,-43.12,4.75,5337.89,no
8908,49,blue-collar,divorced,basic.6y,no,no,no,cellular,nov,wed,1961,1,241,1,nonexistent,-0.1,93.59,-34.09,1.72,5435.38,no
8909,47,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,3415,3,947,0,success,-1.7,93.47,-36.68,2.43,5222.95,yes
8910,28,technician,single,university.degree,no,yes,no,cellular,aug,mon,693,0,988,0,nonexistent,1.4,91.01,-37.03,4.96,5301.29,yes
8911,40,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,265,1,957,0,nonexistent,1.1,93.61,-37.63,4.85,4972.97,no
8912,39,admin.,married,university.degree,no,no,no,telephone,may,tue,112,3,989,0,nonexistent,1.1,91.83,-37.85,4.78,5274.05,no
8913,22,student,single,unknown,no,no,no,cellular,jul,tue,254,0,1026,2,failure,-1.7,94.87,-41.38,0.92,5021.54,yes
8914,35,admin.,married,unknown,unknown,yes,no,cellular,nov,thu,231,3,949,0,nonexistent,-0.1,92.17,-42.88,3.99,5221.77,no
8915,92,retired,divorced,basic.6y,yes,yes,yes,telephone,aug,mon,387,19,770,6,failure,1.1,94.89,-33.96,2.53,4887.91,no
8916,23,technician,single,university.degree,no,yes,no,cellular,aug,mon,120,0,1008,0,nonexistent,-2.9,90.72,-30.58,0.83,4989.9,no
8917,52,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,66,0,986,0,nonexistent,-0.1,95.8,-40.36,3.96,5133.45,no
8918,23,student,single,high.school,no,no,no,cellular,jul,tue,355,0,989,1,failure,-2.9,90.34,-32.89,1.07,5238.63,yes
8919,68,management,unknown,unknown,yes,no,yes,cellular,dec,fri,4452,55,580,5,failure,1.1,95.07,-29.4,3.93,5203.43,no
8920,71,retired,divorced,professional.course,no,no,no,cellular,oct,tue,147,0,1018,0,nonexistent,-3.4,95.2,-25.55,0.72,4977.35,yes
8921,53,self-employed,single,professional.course,no,no,yes,cellular,nov,thu,143,1,1009,0,nonexistent,-0.1,88.91,-41.87,3.88,5003.55,no
8922,33,entrepreneur,married,high.school,no,no,yes,telephone,jun,tue,345,1,951,0,nonexistent,1.4,95.59,-39.79,4.84,5463.36,no
8923,43,admin.,single,university.degree,no,no,no,cellular,jul,wed,277,2,1021,0,nonexistent,-2.9,88.3,-34.47,1.05,5050.81,yes
8924,58,entrepreneur,married,unknown,unknown,yes,no,telephone,may,mon,96,0,485,6,nonexistent,1.1,91.89,-35.44,2.45,5212.13,no
8925,38,technician,single,professional.course,no,no,no,telephone,may,mon,142,2,1004,0,nonexistent,1.1,92.58,-34.98,4.65,4936.64,no
8926,38,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,4753,1,360,4,success,-1.8,97.51,-36.83,5.03,5230.9,no
8927,41,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,tue,508,11,986,4,failure,1.4,91.26,-35.25,2.81,5185.24,no
8928,86,retired,married,high.school,no,no,no,cellular,dec,tue,3675,1,143,4,failure,-3,91.02,-36.48,4.11,5111.17,yes
8929,38,admin.,married,university.degree,unknown,no,no,cellular,jul,mon,324,0,1035,0,nonexistent,1.4,98.61,-42.91,5.01,5384.94,no
8930,39,blue-collar,single,basic.6y,no,yes,yes,cellular,nov,fri,2586,1,885,6,failure,-0.1,90.17,-47.35,2.78,5106.75,no
8931,52,technician,married,professional.course,no,no,no,cellular,nov,fri,821,2,624,3,success,-0.1,94.93,-46.87,2.1,5009.05,no
8932,49,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,22,1,1015,0,nonexistent,1.1,94.08,-37.2,5.05,5087.18,no
8933,33,technician,married,professional.course,no,no,no,cellular,aug,tue,124,3,1024,0,nonexistent,1.4,95.59,-37.07,4.8,5086.94,no
8934,37,admin.,married,university.degree,no,no,no,telephone,jun,mon,67,2,1042,0,nonexistent,1.4,95.22,-42.34,5.11,5149.67,no
8935,40,admin.,married,high.school,no,yes,no,telephone,jun,fri,42,2,955,0,nonexistent,1.4,97.96,-41.08,4.77,5337.89,no
8936,37,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,178,1,950,0,nonexistent,1.1,97.28,-36.07,4.88,5409.02,no
8937,60,retired,married,professional.course,no,yes,no,cellular,may,wed,3755,1,902,5,nonexistent,-1.8,89.04,-30.52,3.43,5006.55,no
8938,39,admin.,married,high.school,no,no,no,cellular,nov,mon,1036,0,2,2,success,-3.4,91.9,-30.16,0.71,5037.57,no
8939,22,student,single,professional.course,no,yes,no,cellular,apr,thu,4236,1,913,4,nonexistent,-1.8,88.18,-43.75,4.77,4785.87,yes
8940,28,admin.,single,high.school,no,no,yes,cellular,may,fri,45,1,967,0,nonexistent,-1.8,95.49,-47.35,1.22,5313.26,no
8941,41,admin.,married,university.degree,no,no,yes,cellular,aug,tue,3956,2,34,1,failure,-2.9,96.7,-34.13,2.14,5229.03,no
8942,51,technician,single,university.degree,no,no,no,cellular,jun,fri,144,2,1032,0,nonexistent,-2.9,95.75,-41.81,1.33,5172.64,no
8943,45,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,120,0,1029,1,failure,-0.1,90.59,-40.27,4.26,5206.19,no
8944,58,retired,married,professional.course,unknown,no,yes,cellular,jul,tue,1787,4,1007,0,nonexistent,1.4,95.51,-40.77,4.75,5264.69,no
8945,41,technician,married,basic.9y,no,no,no,cellular,nov,mon,291,1,347,3,nonexistent,-0.1,94.72,-26.3,1.93,5151.02,no
8946,51,entrepreneur,divorced,basic.9y,no,yes,no,cellular,may,fri,4548,1,782,6,success,-1.8,97.84,-26.42,2.77,4935.58,no
8947,36,housemaid,married,high.school,unknown,no,yes,telephone,may,fri,108,0,1030,0,nonexistent,1.1,96.15,-38.22,4.72,5009.31,no
8948,29,management,single,university.degree,no,yes,no,cellular,may,tue,1394,0,373,3,success,-1.8,89.87,-42.38,1.97,4829.21,no
8949,55,services,married,high.school,no,yes,no,cellular,aug,thu,811,9,997,0,nonexistent,1.4,91.57,-35.01,5.18,5259.46,yes
8950,38,admin.,married,high.school,no,no,no,cellular,nov,mon,155,0,954,1,failure,-1.1,96.66,-52.73,1.06,4799.8,no
8951,28,student,single,high.school,no,yes,yes,cellular,nov,thu,4636,0,746,2,nonexistent,-1.1,89.84,-34.99,3.05,4921.39,yes
8952,43,admin.,married,basic.9y,unknown,yes,no,cellular,jul,mon,1740,1,7,1,failure,1.4,93.37,-38.44,3.98,4929.49,no
8953,37,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,474,3,816,0,success,1.1,87.96,-41.47,1.07,4931.43,no
8954,34,admin.,married,university.degree,no,yes,yes,cellular,may,wed,701,0,175,1,nonexistent,-1.8,88.79,-52.2,3.4,5267.11,yes
8955,45,admin.,single,university.degree,unknown,no,no,telephone,jun,tue,187,0,1045,0,nonexistent,1.4,94.65,-43.55,4.92,5332.66,no
8956,38,blue-collar,married,basic.9y,no,yes,no,cellular,apr,wed,117,0,997,1,failure,-1.8,91.3,-47.14,1.46,4905.33,no
8957,31,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,228,1,1048,0,nonexistent,1.4,96.34,-35.26,5.17,5133.99,no
8958,34,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,tue,187,2,980,0,nonexistent,-1.8,95.58,-44.02,1.36,4890.03,no
8959,56,admin.,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,204,0,3,1,success,-2.9,95.05,-31.36,0.89,5121.88,yes
8960,46,technician,divorced,professional.course,unknown,yes,yes,cellular,aug,wed,215,8,989,0,nonexistent,1.4,94.19,-37.43,5.07,5144.45,no
8961,42,technician,married,professional.course,no,yes,no,cellular,aug,mon,515,2,1000,0,nonexistent,1.4,97.36,-35.63,5.16,5071.25,no
8962,46,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,87,1,991,1,failure,-1.8,91.4,-46.52,1.31,5267.37,no
8963,29,self-employed,married,university.degree,no,no,no,cellular,jul,wed,1556,3,231,3,nonexistent,1.4,89.91,-40.15,1.79,5092.76,no
8964,51,services,married,high.school,no,yes,no,telephone,may,wed,221,0,1026,0,nonexistent,1.1,93.9,-35.59,4.89,5248.1,no
8965,51,unknown,married,high.school,unknown,yes,no,telephone,may,tue,43,0,1007,0,nonexistent,1.1,93.99,-35.19,4.99,5227.33,no
8966,36,housemaid,married,high.school,unknown,no,yes,cellular,aug,thu,1461,1,883,2,success,1.4,89.35,-39.59,1.17,5245.85,no
8967,29,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,207,2,965,0,nonexistent,1.4,97.83,-35.01,4.94,5343.11,no
8968,79,management,divorced,unknown,yes,no,no,telephone,jul,fri,47,9,951,1,failure,-1.8,96.05,-47,1.47,5114.39,yes
8969,41,management,married,professional.course,no,yes,no,cellular,nov,tue,99,1,949,0,nonexistent,-0.1,94.13,-40.69,3.97,5221.77,no
8970,36,services,married,high.school,unknown,no,no,cellular,may,fri,296,1,971,0,nonexistent,-1.8,96.23,-47.53,1.28,5073.6,no
8971,52,self-employed,single,basic.9y,no,yes,no,cellular,nov,thu,99,1,1016,0,nonexistent,-3.4,92.09,-29.07,0.73,4796.72,yes
8972,40,housemaid,divorced,basic.9y,unknown,no,yes,cellular,jul,wed,116,1,1045,0,nonexistent,1.4,91.47,-42.65,5.03,5233.32,no
8973,52,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,841,0,1044,0,nonexistent,1.1,96.43,-35.99,4.78,5242.91,no
8974,42,technician,married,professional.course,no,yes,yes,cellular,aug,mon,244,6,950,0,nonexistent,1.4,95.49,-36.13,4.77,5249.01,no
8975,28,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,3628,3,129,0,failure,-2.9,99.25,-50.93,0.91,5279.05,no
8976,28,services,married,high.school,no,no,no,cellular,jul,fri,114,1,966,0,nonexistent,1.4,97.58,-43.63,4.88,5092.16,no
8977,57,services,unknown,basic.9y,unknown,yes,unknown,telephone,sep,tue,3017,26,412,0,nonexistent,1.4,92.65,-28.83,4.09,4918.03,no
8978,52,admin.,single,university.degree,no,no,no,cellular,may,wed,1936,1,437,0,failure,-1.8,89.68,-33.22,2.01,5212.53,no
8979,52,services,married,high.school,unknown,yes,yes,cellular,jul,fri,235,5,711,2,failure,1.4,92.57,-51.11,2.83,5341.24,no
8980,35,services,married,high.school,no,yes,no,cellular,may,fri,99,3,1046,1,failure,-1.8,90.1,-46.52,1.29,5017.51,no
8981,23,student,single,university.degree,no,yes,yes,cellular,may,tue,699,3,976,0,nonexistent,-1.8,88.89,-44.02,1.27,5165.38,no
8982,33,services,married,high.school,no,no,no,telephone,jul,wed,132,3,1039,0,nonexistent,1.4,90.44,-42.99,4.82,5076.48,no
8983,48,technician,single,high.school,unknown,no,no,telephone,jul,thu,120,6,1010,0,nonexistent,1.4,92.22,-42.18,5.15,5421.53,no
8984,45,entrepreneur,divorced,high.school,no,no,no,telephone,jun,fri,509,3,1035,0,nonexistent,1.4,90.3,-43.09,4.98,4987.6,no
8985,52,admin.,married,high.school,no,no,no,cellular,nov,wed,91,3,1016,1,failure,-0.1,94.78,-41.79,4.3,5008.75,no
8986,51,entrepreneur,married,university.degree,no,yes,no,cellular,apr,wed,3476,0,768,0,nonexistent,-1.8,89.82,-34.21,2.86,5379.42,no
8987,51,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,2672,0,951,2,nonexistent,1.4,96.3,-32.43,1.66,5258.16,no
8988,42,management,divorced,unknown,no,no,no,cellular,aug,wed,4835,2,751,1,nonexistent,-2.9,96.54,-36.82,2.31,5243.97,no
8989,24,technician,single,university.degree,no,yes,no,cellular,jul,wed,258,2,959,0,nonexistent,1.4,91.57,-43.93,4.79,5374.48,no
8990,53,entrepreneur,married,professional.course,unknown,no,no,cellular,jul,fri,373,2,283,4,success,1.4,93.71,-36.74,4.99,5389.15,no
8991,32,technician,married,professional.course,no,yes,no,cellular,jul,thu,235,1,1015,0,nonexistent,1.4,97.29,-43.55,5.01,5181.04,no
8992,51,retired,divorced,basic.4y,unknown,no,yes,cellular,jul,tue,165,2,1043,0,nonexistent,1.4,90.25,-40.69,4.96,5165.36,no
8993,31,technician,married,professional.course,no,no,no,cellular,aug,thu,3921,5,606,2,success,1.4,91.69,-41.77,3.38,4964.31,no
8994,48,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,65,2,1040,0,nonexistent,1.4,97.74,-34.9,4.87,5097.39,no
8995,57,blue-collar,married,professional.course,no,yes,no,cellular,aug,wed,260,3,1044,0,nonexistent,1.4,89.51,-36.1,4.99,5181.04,no
8996,37,management,divorced,university.degree,no,yes,no,cellular,aug,tue,348,1,1037,0,nonexistent,1.4,94.75,-34.61,4.92,4966.69,no
8997,35,technician,married,basic.9y,no,yes,yes,cellular,may,tue,3768,1,364,4,success,-1.8,93.54,-34.09,1.9,5188.42,no
8998,35,services,divorced,high.school,no,yes,no,cellular,may,fri,83,0,953,0,nonexistent,-1.8,96.51,-44.58,1.19,5333.65,no
8999,34,services,married,university.degree,no,yes,no,cellular,aug,thu,117,1,1045,0,nonexistent,1.4,90.92,-36.67,5.2,4987.6,no
9000,41,technician,married,professional.course,no,yes,no,telephone,may,wed,317,3,956,0,nonexistent,1.1,93.24,-34.79,4.79,5403.83,no
9001,47,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,tue,396,0,347,1,nonexistent,1.4,95.58,-35.81,1.5,4987.7,no
9002,32,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,2488,2,729,4,success,1.1,89.38,-46.24,2.22,5293.55,no
9003,29,services,single,high.school,unknown,yes,no,cellular,may,fri,2435,1,372,2,success,-1.8,94.51,-50.96,4.5,4848.13,no
9004,30,self-employed,single,professional.course,no,no,no,telephone,jun,tue,204,7,1026,0,nonexistent,1.4,91.91,-42.34,5,5285.6,no
9005,35,entrepreneur,married,basic.9y,unknown,no,no,telephone,nov,mon,219,0,958,0,nonexistent,-0.1,90.21,-39.98,4.04,4956.79,no
9006,34,admin.,married,university.degree,no,yes,no,cellular,aug,thu,45,8,979,0,nonexistent,1.4,96.24,-37.21,4.98,5337.89,no
